강좌번호,이름,중간고사,기말고사,퀴즈,일반과제,웹과제,출석,합산,학점
542,Stud0843,19.5,16.5,3.3,5.7,7.2,8,60.2,C+
542,Stud0844,30,27.5,5.3,7,6.8,8,84.6,A+
542,Stud0845,29,22.5,5.2,7,7.8,8,79.5,A0
542,Stud0846,27.5,15.5,5.1,7,7.1,8,70.2,B+
542,Stud0847,18,28.5,5.6,7,4.3,7.8,71.2,B+
542,Stud0848,33.5,27.5,4.8,7,7.6,8,88.4,A+
542,Stud0849,23.5,10,4.3,6.3,7.8,8,59.9,C+
542,Stud0850,24,18.5,3.9,7,5.7,7.6,66.7,B+
543,Stud0851,28,21.5,7.3,6.2,7.6,8,78.6,A0
543,Stud0852,29.5,17,6.5,7,7.9,8,75.9,B+
543,Stud0853,18.5,17,5.6,6.6,6.1,8,61.8,C+
543,Stud0854,17,11,3.4,5.8,6.1,8,51.3,D+
543,Stud0855,22.5,7.5,4.7,6.2,4.5,7,52.4,C0
543,Stud0856,21.5,11.5,6.4,6.2,5.2,8,58.8,C+
543,Stud0857,17,16,6.4,6.6,7,8,61,C+
543,Stud0858,19.5,12,1.6,6.2,4.5,8,51.8,C0
543,Stud0859,24,23.5,6.4,6.6,7.6,8,76.1,A0
543,Stud0860,14.5,10.5,6,7,8,8,54,C0
543,Stud0861,22.5,19.5,5.4,7,7.5,8,69.9,B+
543,Stud0862,26.5,9.5,5.1,5.4,4.4,8,58.9,C+
543,Stud0863,23.5,7,4.7,6.6,6.8,7,55.6,C0
543,Stud0864,29.5,23,6.7,6.6,7.8,8,81.6,A0
543,Stud0865,25.5,12,6.5,6.2,7.7,8,65.9,B0
543,Stud0866,24,32,6.8,6.2,7.7,8,84.7,A+
543,Stud0867,10.5,4.5,2.4,6.6,8,8,40,F
543,Stud0868,33,10.5,4.5,5.2,7.1,8,68.3,B+
543,Stud0869,27.5,24,6.7,6.6,6.3,8,79.1,A0
543,Stud0870,31.5,21.5,3.3,6.2,4.9,8,75.4,B+
543,Stud0871,33,23,5.9,6.6,5.7,8,82.2,A0
543,Stud0872,7,5,2,5.6,5.5,7,32.1,F
543,Stud0873,25,24,5.2,6.6,7.2,8,76,A0
543,Stud0874,20,10,5.5,6.6,4.9,8,55,C0
543,Stud0875,30,26.5,5.8,6.6,7.1,8,84,A+
543,Stud0876,14.5,1,2.9,6.6,3.7,8,36.7,F
543,Stud0877,15,9,3.1,6.2,2.7,8,44,D+
543,Stud0878,13.5,5,2.4,5.8,3.5,8,38.2,F
543,Stud0879,15,10,4.4,6.6,3.8,8,47.8,D+
543,Stud0880,14.5,19,6,6.6,7,8,61.1,C+
543,Stud0881,14.5,13,5.4,6.6,6,8,53.5,C0
543,Stud0882,14,6,3.3,6.2,6.4,8,43.9,D+
543,Stud0883,19.5,6,4.4,6.2,6.8,7,49.9,D+
543,Stud0884,15.5,6,2,4.8,3.9,8,40.2,F
543,Stud0885,18.5,12,4.8,6.2,7.4,8,56.9,C0
543,Stud0886,35,22.5,6.6,6.6,5.3,8,84,A+
543,Stud0887,25.5,28,7.4,7,7.9,8,83.8,A+
543,Stud0888,21,15,6.2,6.6,7.9,8,64.7,C+
543,Stud0889,29,27,7.5,6.6,8,8,86.1,A+
543,Stud0890,18.5,3.5,2.6,4.8,2,8,39.4,F
543,Stud0891,21.5,18,5.8,6.6,7.8,8,67.7,B0
543,Stud0892,11,0,2,6.6,3.2,5,27.8,F
543,Stud0893,27,22.5,5.9,6.2,7.8,8,77.4,A0
543,Stud0894,23.5,22,7,6.2,6.5,8,73.2,B+
543,Stud0895,30,22,6.6,6.2,6.5,8,79.3,A0
543,Stud0896,7.5,0,5.1,6.6,7.8,8,35,F
543,Stud0897,24,0,2.5,5.8,1.8,8,42.1,F
549,Stud0898,18.5,19,6.7,6.5,8,8,66.7,B0
549,Stud0899,26.5,24,7.3,7,8,8,80.8,A0
549,Stud0900,16.5,6,6.3,5.8,8,8,50.6,D+
549,Stud0901,21.5,19,3.5,2.8,6.8,7,60.6,C+
549,Stud0902,2.5,4.5,2.9,1.3,-0.2,7,18,F
549,Stud0903,5.5,11,3.9,2,3.4,8,33.8,F
549,Stud0904,17.5,26.5,6.8,5.8,7.9,8,72.5,B+
549,Stud0905,0,0,1.5,0.5,0,8,10,F
549,Stud0906,19,16,5.4,5.5,6.2,8,60.1,C+
549,Stud0907,10.5,0,4.4,2.3,5.3,0,22.5,F
549,Stud0908,25,9,4.6,3.3,5.1,8,55,C+
549,Stud0909,20,10.5,7.1,5.3,4.5,7,54.4,C0
549,Stud0910,29,26.5,7.6,7,6.3,8,84.4,A0
549,Stud0911,24.5,20.5,6.3,6.3,6.6,8,72.2,B+
549,Stud0912,20,0,6.1,3.3,7.2,8,44.6,F
549,Stud0913,16.5,0,7.1,7,7.4,8,46,F
549,Stud0914,22,23,7.4,7,6.8,8,74.2,B+
549,Stud0915,20.5,0,5.7,3.3,7.4,7,43.9,F
549,Stud0916,12,8.5,5.5,4,6.3,8,44.3,F
549,Stud0917,0,0,0,0,0,0,0,F
549,Stud0918,13,8.5,4.9,3.3,4.4,7,41.1,F
549,Stud0919,11,0,3.5,1.3,3.6,7,26.4,F
549,Stud0920,14.5,13,5.8,2.3,8,8,51.6,C0
549,Stud0921,19,16,7.7,6,7.9,8,64.6,B0
549,Stud0922,13.5,22.5,6.2,6.3,6.3,8,62.8,C+
651,Stud0923,29,24,5.6,7,6.2,8,79.8,A0
651,Stud0924,25.5,17.5,6.1,6.3,6.5,8,69.9,B+
651,Stud0925,23,29.5,6.9,5.7,8,8,81.1,A0
651,Stud0926,26.5,24,6.3,5,7.7,8,77.5,A0
651,Stud0927,28.5,17.5,6.9,7,7.8,8,75.7,B+
651,Stud0928,25,26,6.9,7,7.4,5,77.3,A0
651,Stud0929,17,8.5,5.9,6.3,5.7,7,50.4,C0
651,Stud0930,21,16.5,6.7,6.3,8,8,66.5,B0
651,Stud0931,29.5,20.5,6.9,7,7.8,8,79.7,A0
651,Stud0932,22,16.5,6.1,6.3,7.8,7,65.7,B0
651,Stud0933,13,15,6,4.3,5.7,6,50,C0
651,Stud0934,27,18.5,6.2,4.3,5.9,8,69.9,B+
651,Stud0935,15.5,11.5,7,6.3,6.1,8,54.4,C0
651,Stud0936,25,25,6.8,6.3,7,8,78.1,A0
651,Stud0937,28,17.5,6.7,6.3,7.8,8,74.3,B+
651,Stud0938,20,8,3.5,3,7.2,4,45.7,D+
651,Stud0939,33.5,17,6.3,7,7,8,78.8,A0
651,Stud0940,29,29,7.3,7,7.9,8,88.2,A+
651,Stud0941,20.5,20.5,7,7,5.2,8,68.2,B0
651,Stud0942,26,21.5,7.2,5.7,6.7,8,75.1,B+
651,Stud0943,30,29,6.1,5,8,7,85.1,A+
651,Stud0944,15.5,0,5.5,5.7,6.6,5,38.3,F
651,Stud0945,34.5,25.5,6.7,7,7.6,8,89.3,A+
651,Stud0946,25.5,27.5,6.5,7,7.7,8,82.2,A0
651,Stud0947,23.5,22.5,6.1,7,4.8,8,71.9,B+
651,Stud0948,22,19,5.8,7,4.5,8,66.3,B0
651,Stud0949,31,22,6.9,7,7.8,8,82.7,A0
651,Stud0950,24,26,7.5,7,8,8,80.5,A0
651,Stud0951,17,15.5,5,5.7,4.9,7,55.1,C+
651,Stud0952,20.5,12.5,5.9,7,8,6,59.9,C+
651,Stud0953,33.5,26,7.3,6.3,8,8,89.1,A+
651,Stud0954,28.5,7.5,5,6.3,6,8,61.3,C+
651,Stud0955,22,20,7.1,5,7.7,8,69.8,B0
651,Stud0956,29.5,22,6.9,5,8,8,79.4,A0
651,Stud0957,21,20,6.7,6.3,8,8,70,B+
651,Stud0958,28,13.5,6,7,7.5,8,70,B+
651,Stud0959,30,22.5,7.5,7,7.9,7,81.9,A0
651,Stud0960,24,16.5,6,5.7,6.2,8,66.4,B0
652,Stud0961,29.5,27,3.8,4.4,6.7,8,79.4,A0
652,Stud0962,24.5,17.5,5,6.4,6.2,7,66.6,B+
652,Stud0963,17.5,6.5,3.4,3.8,2,3,36.2,F
652,Stud0964,31.5,25,5,7,8,8,84.5,A+
652,Stud0965,28,0,4,4.2,7.9,3,47.1,C0
652,Stud0966,28,30.5,5.7,7,7.9,8,87.1,A+
652,Stud0967,33,21,3.1,5.8,8,6,76.9,A0
652,Stud0968,23,26.5,6.4,7,7.5,8,78.4,A0
652,Stud0969,29,22.5,3.5,5.6,8,5,73.6,B+
652,Stud0970,29.5,13.5,4.6,5.2,6.2,8,67,B+
652,Stud0971,13.5,14.5,2.2,0.8,3.2,4,38.2,D+
652,Stud0972,27.5,25,5.8,7,7.9,8,81.2,A+
652,Stud0973,28,25,5.5,7,4.6,8,78.1,A0
652,Stud0974,18,16,3.8,3.6,7.9,5,54.3,C+
652,Stud0975,33.5,25,5.7,7,7.6,8,86.8,A+
652,Stud0976,34.5,30,6.6,7,7,8,93.1,A+
652,Stud0977,27.5,18,4.2,5.6,8,6,69.3,B+
652,Stud0978,13,9,3.7,2.8,5.5,4,38,F
652,Stud0979,26,23.5,6.5,4.2,6.9,7,74.1,A0
652,Stud0980,21,24.5,7.1,7,7.9,8,75.5,A0
652,Stud0981,25.5,14.5,4.1,5,4,4,57.1,B0
652,Stud0982,28,12,3.5,5,7.7,7,63.2,B0
652,Stud0983,24.5,32.5,5.8,7,7,7,83.8,A+
652,Stud0984,18,17,5.7,6.6,6.1,8,61.4,B0
652,Stud0985,34,33.5,6.9,7,8,8,97.4,A+
652,Stud0986,25,22,7,7,7.9,8,76.9,A0
652,Stud0987,32,29,7.1,6.4,6.7,8,89.2,A+
652,Stud0988,25.5,16,4.3,7,5.9,8,66.7,B+
652,Stud0989,31.5,9.5,2.9,0.8,3.5,7,55.2,C+
652,Stud0990,10.5,4.5,3.7,5.6,7.3,4,35.6,F
652,Stud0991,34.5,16.5,4.9,2.8,7.9,7,73.6,B+
652,Stud0992,21,23.5,5.5,6.6,7.7,8,72.3,B+
652,Stud0993,22.5,25.5,5.5,7,7.4,6,73.9,A0
652,Stud0994,18.5,3.5,2.8,4.6,4.8,8,42.2,C0
652,Stud0995,30,29.5,7.1,7,7.8,8,89.4,A+
653,Stud0996,22,12,4.7,6.6,5.6,8,58.9,C+
653,Stud0997,18,14,7.2,6.6,8,8,61.8,C+
653,Stud0998,25.5,0,4.3,6.2,3.6,6,45.6,D+
653,Stud0999,25.5,29.5,7.1,5.8,7,8,82.9,A0
653,Stud1000,32.5,13,7,6.2,8,8,74.7,B+
653,Stud1001,32,24.5,7.3,6.6,8,8,86.4,A+
653,Stud1002,26,26,7.3,6.6,8,8,81.9,A0
653,Stud1003,19,8,3.3,5.8,4,8,48.1,C0
653,Stud1004,33.5,21.5,7.3,7,7,8,84.3,A0
653,Stud1005,24.5,21,7.4,6.6,7.6,8,75.1,B+
653,Stud1006,19,18,7.2,6.6,8,8,66.8,B0
653,Stud1007,18.5,17,6.5,6.6,7.6,8,64.2,B0
653,Stud1008,26,20.5,6.4,6.6,7.7,8,75.2,B+
653,Stud1009,32.5,20,7.5,6.2,8,8,82.2,A0
653,Stud1010,22,13.5,4.1,6.2,4.2,8,58,C+
653,Stud1011,19.5,4.5,3.4,5.4,0.7,8,41.5,F
653,Stud1012,33.5,25,6.3,5.8,7.6,8,86.2,A+
653,Stud1013,24,23.5,6.6,6.2,7.9,8,76.2,A0
653,Stud1014,24.5,24.5,7,6.2,7.1,8,77.3,A0
653,Stud1015,28.5,17,5.5,6.6,8,8,73.6,B+
653,Stud1016,21.5,13,3.7,6.6,8,8,60.8,C+
653,Stud1017,28.5,23,6.9,6.6,7.9,8,80.9,A0
653,Stud1018,11.5,20,4.8,6.6,6.1,8,57,C0
653,Stud1019,23,5,6.2,6.6,7.6,8,56.4,C0
653,Stud1020,23.5,15,6.5,6.6,8,8,67.6,B0
653,Stud1021,19,20,7,6.6,8,8,68.6,B0
653,Stud1022,20,0,4.3,6.6,3.7,7,41.6,D+
653,Stud1023,26,22,4.4,6.2,7.7,8,74.3,B+
653,Stud1024,23,23.5,7.9,6.6,6.9,8,75.9,B+
653,Stud1025,15.5,12.5,3.3,6.6,5.8,7,50.7,C0
653,Stud1026,19.5,11,4,6.2,3.1,8,51.8,C0
653,Stud1027,29.5,5,5.5,6.6,6.9,8,61.5,C+
653,Stud1028,35,27,7,6.6,6.8,8,90.4,A+
653,Stud1029,19.5,17,5.7,6.6,7.3,8,64.1,B0
653,Stud1030,20,20,7.2,6.6,8,8,69.8,B0
653,Stud1031,26,27.5,6.4,6.6,8,8,82.5,A0
653,Stud1032,22.5,15.5,5.7,6.6,5,8,63.3,C+
653,Stud1033,11,8.5,4.5,3.8,2.6,8,38.4,F
654,Stud1034,34,24,7.2,5.3,6.6,8,85.1,A+
654,Stud1035,18.5,19.5,6,4.5,7.5,8,64,B0
654,Stud1036,7,0,4.5,1.3,6.8,6,25.6,F
654,Stud1037,23.5,18.5,6.8,6.3,7.3,8,70.4,B+
654,Stud1038,26,29,5.9,6.3,7,8,82.2,A0
654,Stud1039,21.5,13.5,6.1,5,8,8,62.1,B0
654,Stud1040,13.5,19,6.6,3.3,8,8,58.4,C+
654,Stud1041,21,20,6.7,4.3,7.3,8,67.3,B0
654,Stud1042,30.5,15.5,6.1,5,6.4,8,71.5,B+
654,Stud1043,10,12,6.4,5.5,7.4,8,49.3,D+
654,Stud1044,21,19,6.2,4.3,7.9,8,66.4,B0
654,Stud1045,26,13,6.7,5,7.6,8,66.3,B0
654,Stud1046,17.5,11.5,6.7,4,7.4,8,55.1,C0
654,Stud1047,14.5,13.5,5.9,5.3,7.9,8,55.1,C0
654,Stud1048,21.5,13.5,6.5,5.3,6.9,8,61.7,B0
654,Stud1049,21.5,13.5,6.3,3.8,7.9,8,61,C+
654,Stud1050,27,15.5,6,5.5,6.4,8,68.4,B0
654,Stud1051,29,23,7.4,5.8,7.9,8,81.1,A0
654,Stud1052,22.5,22,6.9,6,8,8,73.4,B+
654,Stud1053,26,27.5,7.4,6,6.5,8,81.4,A0
654,Stud1054,20,19,6.6,4.5,6,8,64.1,B0
654,Stud1055,18.5,18,5,3.3,4.3,7,56.1,C+
654,Stud1056,15.5,19.5,6.3,4.8,7.5,8,61.6,C+
654,Stud1057,19.5,21,6.8,6.8,7.8,8,69.9,B+
654,Stud1058,20.5,22,7.7,6.5,7,8,71.7,B+
654,Stud1059,20.5,10.5,4.4,1.5,7.8,6,50.7,C0
654,Stud1060,27.5,24,7.4,7,8,8,81.9,A0
654,Stud1061,14.5,3,3.1,1.3,3.6,8,33.5,F
654,Stud1062,33.5,26.5,7.3,6.5,7.4,8,89.2,A+
654,Stud1063,17.5,12.5,6.3,4.5,5.3,8,54.1,C0
654,Stud1064,31,25,7.1,6,6.9,8,84,A+
654,Stud1065,31,20,5.9,5,7.5,8,77.4,A0
654,Stud1066,31,27.5,7.7,7,8,8,89.2,A+
654,Stud1067,24,15,6.4,4.8,7.1,8,65.3,B0
654,Stud1068,24.5,21,7,4.8,8,8,73.3,B+
654,Stud1069,23,14.5,6,4.3,5.5,8,61.3,C+
654,Stud1070,20,10,3.8,2.8,5.5,8,50.1,C0
654,Stud1071,31,27.5,6.2,5.3,7.6,8,85.6,A+
654,Stud1072,15,9.5,4.5,3.5,8,8,48.5,F
659,Stud1073,4,3.5,4.9,6.9,3.3,8,30.6,F
659,Stud1074,14,17,5.7,6.8,6.6,7,57.1,C0
659,Stud1075,11,10.5,6.7,6.9,4.1,8,47.2,F
659,Stud1076,28,29,7.2,7,7.9,8,87.1,A+
659,Stud1077,24.5,21,7.6,7,6.1,8,74.2,B+
659,Stud1078,25,22,7,7,7.9,8,76.9,B+
659,Stud1079,26,20,6.7,6.9,7.9,8,75.5,B+
659,Stud1080,23.5,20,7.4,6.9,7.4,8,73.2,B+
659,Stud1081,12,12.5,6.3,7,5.1,8,50.9,C0
659,Stud1082,5,1,4.2,7,5.9,8,31.1,F
659,Stud1083,15,6.5,6.2,7,6.1,8,48.8,D+
659,Stud1084,15.5,10,4.8,6.7,6.6,7,50.6,D+
659,Stud1085,18,18.5,6.3,6.9,8,8,65.7,B0
659,Stud1086,30,22,7.3,6.8,5.9,8,80,A0
659,Stud1087,24,14.5,6.6,5.3,6.4,8,64.8,B0
659,Stud1088,27,25.5,5.4,6.9,6.8,8,79.6,A0
659,Stud1089,10,13,5.5,6.9,7.4,8,50.8,D+
659,Stud1090,33,22.5,7.3,6.9,8,8,85.7,A0
659,Stud1091,25,18.5,4.9,5.8,5.6,7,66.8,B0
659,Stud1092,23,8.5,1.7,2.9,3.3,6,45.4,F
659,Stud1093,19.5,22.5,7.1,6.9,6.6,8,70.6,B+
659,Stud1094,10.5,0,2.3,6.3,4,7,30.1,F
659,Stud1095,18.5,21,6.7,6.8,7.6,7,67.6,B+
659,Stud1096,17.5,14,4.3,6.2,6.8,6,54.8,C0
659,Stud1097,15,16.5,4.5,6.9,5.6,8,56.5,C0
659,Stud1098,28.5,16,6.6,7,7,8,73.1,B+
659,Stud1099,11.5,3.5,3.8,5.3,6.1,8,38.2,F
